adoption_rank,rank,source,segment,factors,type,grade,score_std,total_bins,valid_bins,pass_bins,pass_rate,decision,avg_place_roi,avg_win_roi,best_place_roi,best_win_roi,total_samples
5392,3129,phase1,KEIBAJO_SURFACE_02_ダ,uma_start_shisu,numeric,C,1.819,21,14,3,0.2143,不採用,77.0,77.0,105.7,188.0,5300
5393,2693,phase2,GLOBAL,kishu_rank+kyori_tekisei,combo,B,2.162,30,28,6,0.2143,不採用,73.9,80.6,91.4,156.9,355125
5394,3929,phase1,KEIBAJO_SURFACE_04_ダ,hizume_code,numeric,C,1.265,18,14,3,0.2143,不採用,73.4,79.8,91.0,135.0,13948
5395,4025,phase2,SURFACE_2_芝,prev1_corner4+prev1_corner4_bin,combo,C,1.192,19,19,4,0.2105,不採用,77.8,78.0,86.8,104.1,148662
5396,5455,phase1,SURFACE_2_芝,prev1_corner4,numeric,C,0.476,19,19,4,0.2105,不採用,77.8,78.0,86.8,104.1,148662
5397,1187,phase2,SURFACE_2_ダ,bataiju_change_bin+tenko_code,combo,A,3.607,27,19,4,0.2105,不採用,77.7,81.6,105.7,232.9,164807
5398,4172,phase2,GLOBAL,prev1_corner4+prev1_corner4_bin,combo,C,1.109,19,19,4,0.2105,不採用,77.7,75.6,82.1,86.3,325448
5399,4173,ceo,COURSE_27,prev1_corner4,combo,C,1.109,19,19,4,0.2105,不採用,77.7,75.6,82.1,86.3,325448
5400,5669,phase1,GLOBAL,prev1_corner4,numeric,C,0.336,19,19,4,0.2105,不採用,77.7,75.6,82.1,86.3,325448
5401,3930,phase1,KEIBAJO_SURFACE_04_芝,kohan_3f_sa,numeric,C,1.265,22,19,4,0.2105,不採用,76.1,68.1,135.0,102.1,18170
5402,4190,phase1,KEIBAJO_SURFACE_07_芝,kohan_3f_sa,numeric,C,1.098,22,19,4,0.2105,不採用,73.7,78.3,101.0,115.7,17129
5403,3838,phase2,GLOBAL,kyori_tekisei+prev1_corner4_bin,combo,C,1.316,24,24,5,0.2083,不採用,76.9,82.7,83.1,119.9,320023
5404,2976,phase2,SURFACE_2_芝,joken_class_code+kishu_rank,combo,C,1.943,25,24,5,0.2083,不採用,73.7,72.7,82.0,97.8,170795
5405,3562,phase2,SURFACE_2_ダ,joken_class_code+kishu_rank,combo,C,1.498,25,24,5,0.2083,不採用,73.7,72.5,83.2,89.0,177852
5406,3120,phase2,GLOBAL,joken_class_code+kyori_tekisei,combo,C,1.826,29,29,6,0.2069,不採用,76.5,86.2,88.2,150.3,355423
5407,1606,phase2,SURFACE_2_芝,kishu_rank+kyi_kyusha_rank,combo,A,3.122,37,34,7,0.2059,不採用,76.6,81.3,97.8,190.7,170533
5408,2395,phase1,KEIBAJO_SURFACE_02_芝,uma_tokki_3,numeric,B,2.403,24,10,2,0.2,不採用,85.7,88.9,172.0,246.2,3624
5409,4848,phase1,KEIBAJO_SURFACE_04_芝,prev1_keibajo,numeric,C,0.777,11,10,2,0.2,不採用,85.4,91.6,159.6,188.5,15960
5410,4871,phase1,KEIBAJO_SURFACE_02_ダ,shutoku_shokin_ruikei,numeric,C,0.77,9,5,1,0.2,不採用,82.5,64.5,107.7,108.0,5502
5411,5379,phase1,KEIBAJO_SURFACE_01_芝,moshoku_code,numeric,C,0.525,6,5,1,0.2,不採用,82.0,82.7,104.9,123.9,9819
5412,1573,phase1,KEIBAJO_SURFACE_09_芝,kishu_rank,code,A,3.156,5,5,1,0.2,不採用,81.4,63.5,100.8,95.8,21949
5413,2653,phase1,KEIBAJO_SURFACE_10_障,yy_int,numeric,B,2.188,10,5,1,0.2,不採用,80.9,89.2,122.2,182.2,1531
5414,4857,phase1,KEIBAJO_SURFACE_10_ダ,moshoku_code,numeric,C,0.774,6,5,1,0.2,不採用,80.0,68.2,91.6,101.3,10096
5415,2368,phase2,GLOBAL,babajotai_heavy+moshoku_code,combo,B,2.427,24,20,4,0.2,不採用,79.9,73.9,97.7,166.0,360874
5416,3549,phase2,SURFACE_2_ダ,joken_class_code+tenko_code,combo,C,1.509,24,20,4,0.2,不採用,79.9,80.9,109.8,125.3,177971
5417,5122,phase1,KEIBAJO_SURFACE_04_芝,kyori_tekisei,numeric,C,0.653,5,5,1,0.2,不採用,79.4,96.5,88.2,169.0,17797
5418,5584,phase1,GLOBAL,yuso_kubun,numeric,C,0.397,5,5,1,0.2,不採用,79.4,76.0,84.5,81.2,360730
5419,3619,phase1,KEIBAJO_SURFACE_01_芝,kyusha_shisu,numeric,C,1.447,86,10,2,0.2,不採用,79.3,72.4,190.1,341.2,9819
5420,5817,phase1,SURFACE_2_芝,yuso_kubun,numeric,C,0.23,5,5,1,0.2,不採用,79.2,77.3,85.5,82.0,170926
5421,5920,phase1,GLOBAL,bac_shubetsu,numeric,C,0.057,5,5,1,0.2,不採用,79.2,79.3,81.4,81.0,360874
5422,5391,phase2,GLOBAL,babajotai_heavy+yy_int,combo,C,0.518,30,30,6,0.2,不採用,79.1,79.3,88.9,94.8,360874
5423,4851,phase1,KEIBAJO_SURFACE_10_ダ,chokyoshi_rank,code,C,0.776,5,5,1,0.2,不採用,79.0,76.9,85.8,87.6,10095
5424,5153,phase1,KEIBAJO_SURFACE_09_芝,tenkai_kigo_code,numeric,C,0.64,5,5,1,0.2,不採用,78.9,81.4,82.5,90.7,21956
5425,5842,phase1,KEIBAJO_SURFACE_05_ダ,tenkai_kigo_code,numeric,C,0.208,5,5,1,0.2,不採用,78.9,76.7,86.0,89.5,28213
5426,5509,phase1,KEIBAJO_SURFACE_06_芝,joken_class_code,numeric,C,0.446,5,5,1,0.2,不採用,78.8,81.5,80.4,88.3,22719
5427,661,phase2,SURFACE_2_ダ,kyakushitsu+tenko_code,combo,A,4.288,23,20,4,0.2,不採用,78.7,78.6,157.9,250.8,177961
5428,5519,phase2,GLOBAL,babajotai_heavy+joken_class_code,combo,C,0.443,15,15,3,0.2,不採用,78.7,78.3,83.5,88.4,360874
5429,5487,phase1,SURFACE_2_芝,joken_class_code,numeric,C,0.457,5,5,1,0.2,不採用,78.6,80.3,80.0,88.4,170977
5430,5463,phase1,KEIBAJO_SURFACE_06_ダ,kyakushitsu,numeric,C,0.472,5,5,1,0.2,不採用,78.5,78.8,84.0,87.3,30838
5431,5917,phase1,GLOBAL,prev1_kyakushitsu,numeric,C,0.068,5,5,1,0.2,不採用,78.5,74.7,80.4,79.3,325448
5432,5302,phase1,KEIBAJO_SURFACE_06_ダ,joken_class_code,numeric,C,0.57,5,5,1,0.2,不採用,78.4,74.5,80.0,82.7,30839
5433,5577,phase1,KEIBAJO_SURFACE_09_芝,joken_class_code,numeric,C,0.403,5,5,1,0.2,不採用,78.4,80.1,80.2,87.9,21956
5434,5613,phase1,KEIBAJO_SURFACE_09_ダ,joken_class_code,numeric,C,0.376,5,5,1,0.2,不採用,78.4,78.0,80.7,85.1,27915
5435,5911,phase1,SURFACE_2_芝,tenkai_kigo_code,numeric,C,0.093,5,5,1,0.2,不採用,78.4,79.6,82.6,81.9,170977
5436,2925,phase2,SURFACE_2_ダ,barei+shirushi_code_5,combo,C,1.979,40,35,7,0.2,不採用,78.3,73.4,114.6,134.4,93871
5437,5330,phase2,GLOBAL,babajotai_heavy+hobokusaki_rank,combo,C,0.554,15,15,3,0.2,不採用,78.3,77.5,82.1,85.4,342345
5438,5834,phase1,SURFACE_2_ダ,kyakushitsu,numeric,C,0.216,5,5,1,0.2,不採用,78.3,78.8,80.0,85.8,177961
5439,4348,phase1,KEIBAJO_SURFACE_02_芝,kyakushitsu,numeric,C,1.014,5,5,1,0.2,不採用,78.2,81.4,88.8,97.5,8160
5440,4715,phase2,SURFACE_2_ダ,kyakushitsu+yy_int,combo,C,0.834,50,50,10,0.2,不採用,78.2,79.5,87.1,103.7,177961
5441,4894,phase1,KEIBAJO_SURFACE_08_ダ,joken_class_code,numeric,C,0.759,5,5,1,0.2,不採用,78.2,82.0,81.2,95.5,21508
5442,5182,phase1,KEIBAJO_SURFACE_09_芝,kyakushitsu,numeric,C,0.626,5,5,1,0.2,不採用,78.2,81.4,82.1,88.6,21952
5443,5443,phase1,KEIBAJO_SURFACE_10_芝,kyakushitsu,numeric,C,0.48,5,5,1,0.2,不採用,78.2,79.7,87.9,87.5,16948
5444,5501,phase2,SURFACE_2_ダ,babajotai_heavy+joken_class_code,combo,C,0.451,15,15,3,0.2,不採用,78.2,76.9,81.3,82.1,177971
5445,5451,phase1,KEIBAJO_SURFACE_07_芝,yy_int,numeric,C,0.478,10,10,2,0.2,不採用,77.9,79.7,88.8,91.9,17129
5446,4423,phase1,KEIBAJO_SURFACE_10_ダ,tenkai_kigo_code,numeric,C,0.973,5,5,1,0.2,不採用,77.8,74.7,81.1,85.3,10096
5447,5819,phase1,KEIBAJO_SURFACE_01_芝,kyori_tekisei,numeric,C,0.229,5,5,1,0.2,不採用,77.8,82.0,83.5,110.2,9748
5448,4965,phase1,KEIBAJO_SURFACE_05_芝,joken_class_code,numeric,C,0.722,5,5,1,0.2,不採用,77.7,79.4,85.4,92.5,24227
5449,5518,phase1,SURFACE_2_ダ,prev1_bataiju_bin,numeric,C,0.443,11,10,2,0.2,不採用,77.7,78.0,84.5,98.3,164807
5450,5120,phase1,SURFACE_2_ダ,chokyoshi_rank,code,C,0.654,5,5,1,0.2,不採用,77.6,76.1,80.3,83.9,177940
5451,4865,phase1,KEIBAJO_SURFACE_05_芝,yy_int,numeric,C,0.771,10,10,2,0.2,不採用,77.5,76.0,83.1,87.7,24227
5452,3378,phase2,GLOBAL,kyori_tekisei+prev1_kyakushitsu,combo,C,1.636,27,25,5,0.2,不採用,77.4,81.4,103.1,129.0,320023
5453,2418,phase1,KEIBAJO_SURFACE_08_障,bac_tosu,numeric,B,2.382,7,5,1,0.2,不採用,77.3,74.8,107.3,113.6,727
5454,5322,phase1,KEIBAJO_SURFACE_05_芝,tenkai_kigo_code,numeric,C,0.559,5,5,1,0.2,不採用,77.3,76.5,83.6,84.8,24227
5455,4970,phase1,KEIBAJO_SURFACE_06_芝,bac_grade,numeric,C,0.721,5,5,1,0.2,不採用,77.2,86.8,80.1,98.6,9738
5456,4101,phase1,KEIBAJO_SURFACE_07_芝,bataiju_change_bin,numeric,C,1.148,5,5,1,0.2,不採用,77.1,85.1,89.0,138.3,15156
5457,5868,phase1,KEIBAJO_SURFACE_04_芝,tenkai_kigo_code,numeric,C,0.177,5,5,1,0.2,不採用,77.1,80.4,82.4,83.4,18170
5458,5116,phase1,KEIBAJO_SURFACE_02_芝,tenkai_kigo_code,numeric,C,0.655,5,5,1,0.2,不採用,77.0,78.7,84.0,88.2,8160
5459,4787,phase1,KEIBAJO_SURFACE_04_芝,chokyoshi_rank,code,C,0.802,5,5,1,0.2,不採用,76.9,78.3,83.2,85.5,18167
5460,5918,phase1,SURFACE_2_芝,prev1_kyakushitsu,numeric,C,0.066,5,5,1,0.2,不採用,76.9,76.5,80.9,80.7,148662
5461,4931,phase1,KEIBAJO_SURFACE_05_ダ,hobokusaki_rank,code,C,0.74,5,5,1,0.2,不採用,76.8,74.7,81.3,80.5,26822
5462,5206,phase1,KEIBAJO_SURFACE_07_ダ,joken_class_code,numeric,C,0.616,5,5,1,0.2,不採用,76.8,76.4,83.3,83.3,21346
5463,5540,phase1,KEIBAJO_SURFACE_06_芝,hobokusaki_rank,code,C,0.429,5,5,1,0.2,不採用,76.8,78.0,80.0,82.8,21685
5464,5019,phase2,GLOBAL,hobokusaki_rank+kyakushitsu,combo,C,0.699,25,25,5,0.2,不採用,76.7,77.0,83.0,89.8,342325
5465,4007,phase2,SURFACE_2_ダ,hobokusaki_rank+kyakushitsu,combo,C,1.209,25,25,5,0.2,不採用,76.6,76.4,86.0,96.6,168890
5466,3727,phase2,GLOBAL,bac_jouken+kyori_tekisei,combo,C,1.383,30,30,6,0.2,不採用,76.4,84.7,90.8,126.6,355423
5467,5299,phase1,KEIBAJO_SURFACE_04_芝,joken_class_code,numeric,C,0.571,5,5,1,0.2,不採用,76.4,77.3,82.6,85.3,18170
5468,4111,phase1,KEIBAJO_SURFACE_06_ダ,kishu_rank,code,C,1.142,5,5,1,0.2,不採用,76.3,74.1,82.0,82.4,30808
5469,1233,phase1,KEIBAJO_SURFACE_04_芝,kishu_minarai_code,numeric,A,3.546,5,5,1,0.2,不採用,76.2,93.1,109.9,157.6,3241
5470,3779,phase2,SURFACE_2_ダ,kishu_rank+prev1_kyakushitsu,combo,C,1.348,21,20,4,0.2,不採用,76.2,72.2,93.9,87.9,164747
5471,5169,phase1,KEIBAJO_SURFACE_10_ダ,kyakushitsu,numeric,C,0.631,5,5,1,0.2,不採用,76.1,78.7,87.3,83.7,10096
5472,3151,phase1,KEIBAJO_SURFACE_04_ダ,ichi_shisu_juni,numeric,C,1.801,15,15,3,0.2,不採用,76.0,75.0,96.4,110.2,14747
5473,5140,phase1,GLOBAL,kishu_rank,code,C,0.646,5,5,1,0.2,不採用,76.0,75.8,80.0,80.7,360573
5474,5142,ceo,COURSE_27,kishu_rank,combo,C,0.646,5,5,1,0.2,不採用,76.0,75.8,80.0,80.7,360573
5475,5143,ceo,GLOBAL,kishu_rank,combo,C,0.646,5,5,1,0.2,不採用,76.0,75.8,80.0,80.7,360573
5476,4215,phase1,KEIBAJO_SURFACE_05_ダ,kishu_rank,code,C,1.088,5,5,1,0.2,不採用,75.9,79.3,80.2,100.8,28207
5477,5716,phase1,KEIBAJO_SURFACE_07_芝,kyakushitsu,numeric,C,0.301,5,5,1,0.2,不採用,75.9,77.5,80.2,80.5,17127
5478,4313,phase1,KEIBAJO_SURFACE_04_ダ,bataiju_change_bin,numeric,C,1.037,5,5,1,0.2,不採用,75.8,76.3,80.0,87.4,14033
5479,4403,phase1,SURFACE_2_芝,kishu_rank,code,C,0.982,5,5,1,0.2,不採用,75.8,74.6,80.0,81.2,170795
5480,5465,phase1,KEIBAJO_SURFACE_04_ダ,chokyoshi_rank,code,C,0.471,5,5,1,0.2,不採用,75.7,76.3,82.3,81.3,14747
5481,3674,phase1,KEIBAJO_SURFACE_04_ダ,kishu_minarai_code,numeric,C,1.418,5,5,1,0.2,不採用,75.6,70.4,84.2,86.2,4874
5482,4763,phase1,SURFACE_2_ダ,kishu_minarai_code,numeric,C,0.812,5,5,1,0.2,不採用,75.5,75.5,80.2,88.3,33021
5483,3787,phase2,SURFACE_2_芝,kishu_rank+prev1_corner4_bin,combo,C,1.343,20,20,4,0.2,不採用,75.4,73.6,82.8,88.8,148481
5484,1651,phase1,KEIBAJO_SURFACE_10_障,bac_tosu,numeric,A,3.086,7,5,1,0.2,不採用,75.2,72.0,104.5,132.4,1531
5485,3400,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+hobokusaki_rank,combo,C,1.61,20,20,4,0.2,不採用,75.2,75.1,84.8,97.9,168899
5486,3568,phase1,KEIBAJO_SURFACE_04_ダ,goal_juni,numeric,C,1.489,15,15,3,0.2,不採用,75.2,75.6,85.5,100.8,14747
5487,2111,phase1,KEIBAJO_SURFACE_10_障,chokyoshi_rank,code,B,2.67,5,5,1,0.2,不採用,75.1,79.5,84.7,131.7,1531
5488,3105,phase2,SURFACE_2_ダ,babajotai_heavy+kishu_minarai_code,combo,C,1.846,15,15,3,0.2,不採用,74.9,75.0,87.3,101.1,33021
5489,3060,phase1,KEIBAJO_SURFACE_02_ダ,prev1_keibajo,numeric,C,1.883,10,10,2,0.2,不採用,74.7,76.7,99.8,127.4,5313
5490,3617,phase1,KEIBAJO_SURFACE_05_芝,chokyoshi_rank,code,C,1.449,5,5,1,0.2,不採用,74.5,72.2,82.5,93.6,24201
5491,5762,phase1,KEIBAJO_SURFACE_05_ダ,bataiju_change_bin,numeric,C,0.272,6,5,1,0.2,不採用,74.5,63.5,83.4,92.8,25756
5492,4245,phase1,KEIBAJO_SURFACE_02_ダ,tenkai_kigo_code,numeric,C,1.076,5,5,1,0.2,不採用,74.0,74.1,88.9,87.2,5502
5493,1330,phase2,GLOBAL,barei+kyori_tekisei,combo,A,3.425,45,40,8,0.2,不採用,73.9,81.4,105.2,255.4,355423
5494,3280,phase2,GLOBAL,joken_class_code+kishu_rank,combo,C,1.699,25,25,5,0.2,不採用,73.7,72.7,81.6,90.4,360573
5495,4944,phase1,KEIBAJO_SURFACE_04_ダ,kyakushitsu,numeric,C,0.732,5,5,1,0.2,不採用,73.5,74.2,81.5,83.0,14747
5496,4336,phase1,KEIBAJO_SURFACE_07_芝,prev1_keibajo,numeric,C,1.022,11,10,2,0.2,不採用,73.4,85.7,85.2,174.4,15165
5497,3533,phase1,KEIBAJO_SURFACE_02_ダ,hobokusaki_rank,code,C,1.521,5,5,1,0.2,不採用,72.9,69.9,81.2,83.7,5032
5498,2771,phase1,KEIBAJO_SURFACE_08_ダ,kishu_rank,code,B,2.11,5,5,1,0.2,不採用,72.1,71.6,82.0,92.4,21499
5499,3532,phase1,KEIBAJO_SURFACE_05_芝,kishu_rank,code,C,1.522,5,5,1,0.2,不採用,71.2,72.0,81.0,91.1,24213
5500,5701,phase1,GLOBAL,goal_sa,numeric,C,0.308,55,45,9,0.2,不採用,66.8,64.4,117.5,107.6,348948
5501,2600,phase1,KEIBAJO_SURFACE_10_芝,kishu_minarai_code,numeric,B,2.226,5,5,1,0.2,不採用,65.9,66.9,89.1,100.2,3195
5502,3439,phase2,SURFACE_2_芝,bac_tosu+kishu_rank,combo,C,1.585,66,61,12,0.1967,不採用,73.8,72.0,109.2,106.5,170795
5503,2124,phase2,GLOBAL,barei+tenko_code,combo,B,2.659,40,31,6,0.1935,不採用,76.7,75.2,127.3,142.3,360874
5504,4285,phase1,KEIBAJO_SURFACE_05_芝,uma_tokki_3,numeric,C,1.049,53,26,5,0.1923,不採用,75.1,74.4,156.7,339.6,11037
5505,2121,phase2,SURFACE_2_ダ,barei+tenko_code,combo,B,2.66,34,26,5,0.1923,不採用,74.9,71.0,120.8,153.2,177971
5506,4328,phase2,GLOBAL,hobokusaki_rank+prev1_kyakushitsu,combo,C,1.027,22,21,4,0.1905,不採用,80.1,77.4,128.1,115.8,310110
5507,3329,phase2,SURFACE_2_芝,kishu_rank+prev1_kyakushitsu,combo,C,1.664,22,21,4,0.1905,不採用,75.2,72.3,97.0,86.4,148481
5508,22,phase2,SURFACE_2_芝,kishu_minarai_code+moshoku_code,combo,S,7.303,28,21,4,0.1905,不採用,73.9,86.3,135.5,440.0,20377
5509,5548,phase1,SURFACE_2_ダ,gekiso_juni,numeric,C,0.424,16,16,3,0.1875,不採用,78.0,78.8,83.6,92.6,177971
5510,4937,phase1,KEIBAJO_SURFACE_05_ダ,ichi_shisu_juni,numeric,C,0.736,16,16,3,0.1875,不採用,76.4,73.6,81.3,86.6,28213
5511,4379,phase1,KEIBAJO_SURFACE_05_芝,prev2_chakujun,numeric,C,0.996,18,16,3,0.1875,不採用,74.9,75.5,102.5,120.6,17753
5512,5399,phase1,SURFACE_2_芝,prev1_bataiju_bin,numeric,C,0.512,11,11,2,0.1818,不採用,74.5,70.7,83.7,104.9,148513
5513,3091,phase1,KEIBAJO_SURFACE_04_ダ,sanchimei,code,C,1.86,16,11,2,0.1818,不採用,71.5,76.5,120.8,127.8,14747
5514,672,phase2,SURFACE_2_芝,kishu_minarai_code+kyusha_hyoka_code,combo,A,4.271,18,11,2,0.1818,不採用,63.9,67.6,89.5,165.4,20377
5515,2165,phase2,GLOBAL,kyori_tekisei+tenko_code,combo,B,2.627,32,23,4,0.1739,不採用,78.1,86.4,117.8,155.1,355423
5516,3156,phase2,GLOBAL,babajotai_heavy+barei,combo,C,1.795,25,23,4,0.1739,不採用,73.4,70.7,83.6,96.8,360874
5517,2180,phase2,SURFACE_2_芝,hobokusaki_rank+kishu_minarai_code,combo,B,2.61,23,23,4,0.1739,不採用,72.1,74.5,93.1,123.8,18899
5518,3823,phase1,KEIBAJO_SURFACE_10_芝,agari_shisu,numeric,C,1.324,220,6,1,0.1667,不採用,81.2,79.0,251.7,260.8,16948
5519,4154,phase1,KEIBAJO_SURFACE_08_ダ,agari_shisu,numeric,C,1.12,283,6,1,0.1667,不採用,80.9,80.6,190.2,462.9,21508
5520,5400,phase1,KEIBAJO_SURFACE_04_芝,shirushi_code_5,numeric,C,0.509,6,6,1,0.1667,不採用,79.7,81.4,86.0,90.8,9097
5521,4720,phase1,KEIBAJO_SURFACE_06_ダ,bac_jouken,code,C,0.832,6,6,1,0.1667,不採用,79.3,77.0,85.9,91.6,30839
5522,5680,phase1,KEIBAJO_SURFACE_08_ダ,shirushi_code_6,numeric,C,0.325,6,6,1,0.1667,不採用,79.3,74.7,84.4,80.2,11651
5523,5036,phase1,KEIBAJO_SURFACE_04_芝,moshoku_code,numeric,C,0.692,6,6,1,0.1667,不採用,79.1,76.9,83.6,84.8,18170
5524,5517,phase1,KEIBAJO_SURFACE_04_芝,shirushi_code_4,numeric,C,0.443,6,6,1,0.1667,不採用,78.6,78.8,84.1,85.4,9187
5525,3623,phase1,KEIBAJO_SURFACE_03_ダ,shirushi_code_4,numeric,C,1.444,6,6,1,0.1667,不採用,78.5,77.9,87.5,100.4,5497
5526,5208,phase1,KEIBAJO_SURFACE_06_芝,bac_jouken,code,C,0.616,6,6,1,0.1667,不採用,78.5,81.0,80.8,89.1,22719
5527,5595,phase1,SURFACE_2_芝,bac_jouken,code,C,0.391,6,6,1,0.1667,不採用,78.5,80.4,80.0,88.9,170977
5528,5094,phase1,KEIBAJO_SURFACE_08_ダ,bac_jouken,code,C,0.664,6,6,1,0.1667,不採用,78.3,80.9,82.4,94.6,21508
5529,1456,phase1,KEIBAJO_SURFACE_04_障,sanchimei,code,A,3.284,9,6,1,0.1667,不採用,78.1,73.6,112.3,143.2,2625
5530,5821,phase1,GLOBAL,agari_shisu_juni,numeric,C,0.228,18,18,3,0.1667,不採用,78.1,78.8,83.0,96.2,348948
5531,4195,phase1,KEIBAJO_SURFACE_05_芝,bac_tosu,numeric,C,1.097,13,12,2,0.1667,不採用,77.8,74.6,86.4,101.8,24227
5532,4883,phase1,KEIBAJO_SURFACE_05_芝,bac_jouken,code,C,0.764,6,6,1,0.1667,不採用,77.6,78.1,85.3,93.3,24227
5533,5693,phase1,GLOBAL,kohan_3f_juni,numeric,C,0.315,18,18,3,0.1667,不採用,77.6,77.5,83.8,86.7,348948
5534,5346,phase1,SURFACE_2_芝,kyori_tekisei,numeric,C,0.547,6,6,1,0.1667,不採用,77.5,84.6,80.0,100.0,168917
5535,5731,phase1,GLOBAL,ichi_shisu_juni,numeric,C,0.291,18,18,3,0.1667,不採用,77.4,78.5,81.6,97.0,348948
5536,4948,phase1,KEIBAJO_SURFACE_10_障,shirushi_code_5,numeric,C,0.73,6,6,1,0.1667,不採用,77.2,79.7,89.3,93.4,911
5537,4432,phase1,KEIBAJO_SURFACE_10_芝,shirushi_code_3,numeric,C,0.968,6,6,1,0.1667,不採用,77.1,73.6,85.2,84.9,8643
5538,5362,phase1,SURFACE_2_芝,gekiso_type,code,C,0.535,6,6,1,0.1667,不採用,77.1,80.8,82.7,86.4,67556
5539,3228,phase1,KEIBAJO_SURFACE_04_ダ,shirushi_code_3,numeric,C,1.732,6,6,1,0.1667,不採用,77.0,79.8,82.6,113.5,7710
5540,4048,phase2,SURFACE_2_ダ,babajotai_heavy+kyusha_hyoka_code,combo,C,1.178,12,12,2,0.1667,不採用,76.9,78.6,86.4,113.9,177971
5541,5665,phase1,GLOBAL,yoso_juni,numeric,C,0.34,18,18,3,0.1667,不採用,76.9,77.8,82.1,85.9,360874
5542,5004,phase1,GLOBAL,kyori_tekisei,numeric,C,0.707,6,6,1,0.1667,不採用,76.8,83.5,80.1,95.0,355423
5543,4554,phase1,KEIBAJO_SURFACE_04_ダ,shirushi_code_6,numeric,C,0.914,6,6,1,0.1667,不採用,76.7,78.1,83.4,91.7,7707
5544,4191,phase1,KEIBAJO_SURFACE_07_芝,moshoku_code,numeric,C,1.098,6,6,1,0.1667,不採用,76.6,72.1,87.7,82.6,17129
5545,4476,phase1,KEIBAJO_SURFACE_07_芝,kohan_3f_juni,numeric,C,0.948,18,18,3,0.1667,不採用,76.3,77.0,94.2,94.7,17129
5546,5473,phase1,KEIBAJO_SURFACE_04_ダ,bac_jouken,code,C,0.464,6,6,1,0.1667,不採用,76.0,75.8,85.8,80.6,14747
5547,4906,phase1,KEIBAJO_SURFACE_06_芝,kyori,numeric,C,0.755,6,6,1,0.1667,不採用,75.9,78.7,82.3,91.5,22719
5548,4208,phase1,KEIBAJO_SURFACE_06_芝,gekiso_type,code,C,1.091,6,6,1,0.1667,不採用,75.6,74.5,82.7,87.0,8868
5549,3849,phase2,GLOBAL,babajotai_heavy+kyori_tekisei,combo,C,1.308,18,18,3,0.1667,不採用,75.5,79.8,81.2,106.1,355423
5550,4704,phase1,KEIBAJO_SURFACE_03_芝,kakutoku_shokin_ruikei,numeric,C,0.84,27,6,1,0.1667,不採用,75.4,75.1,165.1,188.9,14090
5551,3256,phase1,KEIBAJO_SURFACE_01_芝,gekiso_type,code,C,1.712,6,6,1,0.1667,不採用,73.8,71.1,90.3,104.5,4049
5552,4592,phase1,KEIBAJO_SURFACE_09_芝,gekiso_type,code,C,0.894,6,6,1,0.1667,不採用,73.0,76.9,87.6,88.9,8983
5553,3165,phase1,KEIBAJO_SURFACE_07_芝,barei,numeric,C,1.79,7,6,1,0.1667,不採用,72.7,66.9,80.2,93.9,17129
5554,3068,phase1,KEIBAJO_SURFACE_07_芝,gekiso_type,code,C,1.873,6,6,1,0.1667,不採用,71.7,73.3,80.4,89.2,6666
5555,3282,phase1,KEIBAJO_SURFACE_05_芝,gekiso_type,code,C,1.697,6,6,1,0.1667,不採用,71.3,82.5,84.4,114.9,9466
5556,1954,phase1,KEIBAJO_SURFACE_02_ダ,gekiso_type,code,B,2.816,6,6,1,0.1667,不採用,67.0,62.2,80.1,107.7,2462
5557,5708,phase1,GLOBAL,uma_start_shisu,numeric,C,0.304,38,31,5,0.1613,不採用,75.6,74.8,158.7,151.5,312206
5558,2267,phase2,SURFACE_2_芝,kishu_minarai_code+kyakushitsu,combo,B,2.536,25,25,4,0.16,不採用,70.6,74.8,94.6,127.0,20374
5559,1752,phase2,SURFACE_2_芝,kishu_minarai_code+prev1_kyakushitsu,combo,A,3.006,20,19,3,0.1579,不採用,71.1,73.5,86.0,176.1,17361
5560,3684,phase2,SURFACE_2_ダ,gekiso_type+shirushi_code_4,combo,C,1.414,16,13,2,0.1538,不採用,76.5,72.5,86.3,100.7,22107
5561,3583,phase1,KEIBAJO_SURFACE_02_ダ,kohan_3f_juni,numeric,C,1.477,14,13,2,0.1538,不採用,74.6,74.2,91.6,120.6,5502
5562,1580,phase2,SURFACE_2_芝,kishu_rank+tenko_code,combo,A,3.15,22,20,3,0.15,不採用,77.0,80.0,107.7,203.4,170795
5563,1,phase1,KEIBAJO_SURFACE_06_芝,kyi_kyusha_rank,numeric,S,12.741,8,7,1,0.1429,不採用,93.2,122.6,192.7,439.0,22679
5564,4585,phase1,KEIBAJO_SURFACE_09_芝,shirushi_code_1,numeric,C,0.896,7,7,1,0.1429,不採用,79.0,79.3,86.1,97.0,14367
5565,5164,phase1,KEIBAJO_SURFACE_01_芝,kyi_kyusha_rank,numeric,C,0.633,7,7,1,0.1429,不採用,78.6,73.1,82.8,83.2,9691
5566,3367,phase1,KEIBAJO_SURFACE_07_芝,prev1_bataiju_bin,numeric,C,1.641,9,7,1,0.1429,不採用,78.2,86.3,128.3,230.4,15156
5567,5374,phase1,KEIBAJO_SURFACE_08_芝,kakutoku_shokin_ruikei,numeric,C,0.526,40,7,1,0.1429,不採用,78.0,81.5,153.3,349.4,17759
